Compound,Date,Negative,Neutral,Newsfeed,Positive,Text,Tweets Ago
-0.5423,Sun Sep 30 07:37:00 +0000 2018,0.609,0.391,@FoxNews,0.0,Fisherman cuts shark loose; shark chomps outboard motor https://t.co/Vltsh4t8vh,91
0.7579,Sun Sep 30 07:30:00 +0000 2018,0.606,0.0,@FoxNews,0.394,".@POTUS: ""America is winning again and America is respected again."" https://t.co/Hb6tsSeyTI https://t.co/nZI53YcRNN",92
0.0,Sun Sep 30 07:22:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Kavanaugh accuser Julie Swetnick faced own misconduct allegations at past job with tech firm: reports https://t.co/05PXennFtz,93
0.0,Sun Sep 30 07:15:00 +0000 2018,1.0,0.0,@FoxNews,0.0,"President @realDonaldTrump, speaking on voting in the midterms at a rally in West Virginia: ""If you aren't register… https://t.co/FH8fxAPBao",94
0.8902,Sun Sep 30 07:07:00 +0000 2018,0.587,0.0,@FoxNews,0.413,GREAT ESCAPE: Dog in Virginia Beach possibly 'clawed' its way out of plastic bag prior to rescue https://t.co/gvv7K7w1K0,95
0.0,Sun Sep 30 07:00:00 +0000 2018,1.0,0.0,@FoxNews,0.0,"President @realDonaldTrump on trade relations with China: ""And they either open it up to make it fair...or we just… https://t.co/7DpmsQyMg3",96
0.0,Sun Sep 30 06:52:00 +0000 2018,1.0,0.0,@FoxNews,0.0,White House limits FBI's Kavanaugh inquiry to 2 of 3 accusers: report https://t.co/labjueZ3l4,97
0.7073,Sun Sep 30 06:45:00 +0000 2018,0.755,0.0,@FoxNews,0.245,".@POTUS on North Korea: ""Now we have this great relationship, let's see what happens."" https://t.co/Hb6tsSw9Lg https://t.co/3Grtt5AhIk",98
-0.3182,Sun Sep 30 06:37:00 +0000 2018,0.813,0.187,@FoxNews,0.0,Cassidy: FBI Should Investigate Dems' Efforts to Delay Kavanaugh Confirmation https://t.co/uGQtDmHwsl,99
0.7906,Sun Sep 30 06:30:00 +0000 2018,0.696,0.0,@FoxNews,0.304,"Rep. @DevinNunes: ""When you take a Supreme Court justice, and you have senators talking about high school yearbooks… https://t.co/N5rq3rHXkb",100
0.3716,Sun Sep 30 20:45:06 +0000 2018,0.835,0.0,@nytimes,0.165,RT @NYTSports “Our main goal was for the Redskins to make a safe working environment for the cheerleaders. But even… https://t.co/KwMzTurBZt,1
0.0,Sun Sep 30 20:31:03 +0000 2018,1.0,0.0,@nytimes,0.0,Democrats have cast the initial list of 4 witnesses to be interviewed in the Kavanaugh FBI probe as not being enoug… https://t.co/M8uKRRov9O,2
-0.3612,Sun Sep 30 20:15:05 +0000 2018,0.884,0.116,@nytimes,0.0,Consulting firm McKinsey &amp; Company is advising Puerto Rico on financial reforms to lighten its $123 billion debt. B… https://t.co/P5CS0qx4de,3
0.1531,Sun Sep 30 20:00:06 +0000 2018,0.664,0.177,@nytimes,0.159,"In the shadow of a titanic confirmation fight, the Supreme Court has assembled a cautious docket that steers clear… https://t.co/FwO6e0440D",4
0.1027,Sun Sep 30 19:49:19 +0000 2018,0.854,0.0,@nytimes,0.146,"""Night School"" steps over ""Smallfoot"" to reach Number One at the box office this weekend. https://t.co/2ATj1zFcZK",5
0.6369,Sun Sep 30 19:29:44 +0000 2018,0.776,0.0,@nytimes,0.224,"RT @nytimesbooks: Books, replete with emotional depth and rich character development, are ripe for big screen interpretation. Here are 8 ti…",6
-0.5859,Sun Sep 30 19:13:08 +0000 2018,0.817,0.183,@nytimes,0.0,"In Opinion

James Comey writes of the Kavanaugh sexual assault investigation, ""Although the process is deeply flawe… https://t.co/AaFQLgAe2t",7
-0.3818,Sun Sep 30 19:00:05 +0000 2018,0.811,0.131,@nytimes,0.059,RT @nytpolitics: The Trump administration is claiming broad new authority to block access to abortions sought by undocumented immigrants un…,8
0.0,Sun Sep 30 18:45:07 +0000 2018,1.0,0.0,@nytimes,0.0,"A referendum on voting rights for ex-felons could change Florida’s electorate, enfranchising more people than any s… https://t.co/8922A6XRUy",9
0.0,Sun Sep 30 18:45:07 +0000 2018,1.0,0.0,@nytimes,0.0,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/wQ2Kta2SSK",10
0.0,Sun Sep 30 18:15:06 +0000 2018,1.0,0.0,@nytimes,0.0,"The traditional tattoos of Alaska's native peoples are being embraced by a new generation of indigenous women, who… https://t.co/bEbKVFDF8K",11
0.4215,Sun Sep 30 18:00:05 +0000 2018,0.851,0.0,@nytimes,0.149,The NFL is trying to make football safer. So why are its players wearing less padding? https://t.co/QUxQo5MdBx,12
0.0,Sun Sep 30 17:45:05 +0000 2018,1.0,0.0,@nytimes,0.0,"""Every company thinks that opening doors and hiring women is the end goal,"" said one Japanese advocate for working… https://t.co/uHgfkcA97p",13
0.0,Sun Sep 30 17:31:06 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @NYTMetro: The orchards of New York City are long gone, but there are plenty of apple trees, provided you’re not looking for Red Delicio…",14
0.0,Sun Sep 30 17:15:10 +0000 2018,1.0,0.0,@nytimes,0.0,"Even as Sweetgreen and its wholesome salad chain brethren flourish, even compostable and recyclable containers are,… https://t.co/R0q84E2hhL",15
0.0,Sun Sep 30 17:00:07 +0000 2018,1.0,0.0,@nytimes,0.0,The big news from Kanye West on Saturday was supposed to be the release of his new album. But that's not what he ta… https://t.co/1rP3eVwtyr,16
0.5994,Sun Sep 30 16:45:07 +0000 2018,0.754,0.0,@nytimes,0.246,"Senegal's majestic baobabs are like real-life giving trees, providing shade, gathering places, food — even tombs. B… https://t.co/WHKbSoj0sf",17
0.0,Sun Sep 30 16:29:06 +0000 2018,1.0,0.0,@nytimes,0.0,"In Opinion

Op-Ed contributor Timothy Keller writes, ""The historical Christian positions on social issues do not fi… https://t.co/q2PN5lvP04",18
-0.7655,Sun Sep 30 16:14:03 +0000 2018,0.544,0.348,@nytimes,0.108,"""I feel very empathetic, frankly, for victims of sexual assault and sexual harassment and rape,"" Kellyanne Conway s… https://t.co/cOyehh7yND",19
-0.3612,Sun Sep 30 15:57:03 +0000 2018,0.884,0.116,@nytimes,0.0,"The man holding the garage sale mentioned he was fundraising for a funeral. ""I said, 'Whose funeral?' And he said,… https://t.co/KrBA7qR5ht",20
0.0258,Sun Sep 30 15:42:03 +0000 2018,0.673,0.184,@nytimes,0.143,"The tsunami and quake in Indonesia struck people preparing for a beach festival, collapsed a hotel full of competit… https://t.co/nE0KUGamQ0",21
-0.1901,Sun Sep 30 15:28:22 +0000 2018,0.907,0.093,@nytimes,0.0,4 airlines — including Delta and American Airlines — are charging more for checked bags. But a few tricks can help… https://t.co/nqHABI6f0u,22
0.2023,Sun Sep 30 15:11:39 +0000 2018,0.564,0.203,@nytimes,0.233,"Europe defeated the United States in the Ryder Cup, avenging a 2016 loss and extending a 25-year winning streak at… https://t.co/9tDPj6McSL",23
-0.5574,Sun Sep 30 15:00:15 +0000 2018,0.625,0.263,@nytimes,0.113,A wave of political assassinations within South Africa's A.N.C. party threaten the stability of hard-hit parts of t… https://t.co/54WzcjLC3g,24
-0.296,Sun Sep 30 14:45:11 +0000 2018,0.896,0.104,@nytimes,0.0,Critics say the profusion of advertising/phone kiosks in London is an eyesore and an intrusion into public space. B… https://t.co/IrTJ6OuRdh,25
0.0,Sun Sep 30 14:30:10 +0000 2018,1.0,0.0,@nytimes,0.0,Hundreds of migrant children are being woken in the middle of the night and taken to unregulated tent camps where t… https://t.co/t4JzxWThMz,26
0.4404,Sun Sep 30 14:26:49 +0000 2018,0.854,0.0,@nytimes,0.146,"As Americans cram into ever-tighter urban apartments, a question has emerged: Isn’t there some better way to furnis… https://t.co/smNbsEKrBQ",27
0.0653,Sun Sep 30 14:15:57 +0000 2018,0.813,0.088,@nytimes,0.099,Daniel Te’o-Nesheim didn't have the most severe form of CTE. But he weathered about 100 concussions while playing f… https://t.co/SSbK2vfExi,28
0.0,Sun Sep 30 14:00:03 +0000 2018,1.0,0.0,@nytimes,0.0,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/ozn9xGbbO3",29
0.0,Sun Sep 30 13:48:34 +0000 2018,1.0,0.0,@nytimes,0.0,"In many ways, the UK is in the same position it was on the morning after the 2016 Brexit referendum: without a clea… https://t.co/bbNyf0TzSY",30
0.2846,Sun Sep 30 13:34:05 +0000 2018,0.893,0.0,@nytimes,0.107,"President Trump has said the FBI would have ""free rein"" to investigate allegations against Kavanaugh. But former cl… https://t.co/ghjEKrvf7Z",31
0.0,Sun Sep 30 13:30:10 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @nytimesarts: Kanye West dressed up as a bottle of Perrier on the Season 44 premiere of ""Saturday Night Live."" Later, things got really…",32
-0.34,Sun Sep 30 13:15:02 +0000 2018,0.906,0.094,@nytimes,0.0,"Robert Redford talks about what's next after saying ""The Old Man &amp; the Gun"" will not be his last film after all: ""I… https://t.co/CXErseoPIH",33
0.4767,Sun Sep 30 13:00:10 +0000 2018,0.838,0.0,@nytimes,0.162,"The Times fact-checked Brett Kavanaugh's hearing testimony about his drinking habits and whether friends had ""refut… https://t.co/69TOuugE3I",34
0.6582,Sun Sep 30 12:55:01 +0000 2018,0.796,0.0,@nytimes,0.204,"Bradley Cooper is very excited to finally reveal ""A Star Is Born."" But he isn't really excited to sit down and expl… https://t.co/F66XJ2XtLB",35
0.0,Sun Sep 30 12:30:06 +0000 2018,1.0,0.0,@nytimes,0.0,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/ukJzMz60ha",36
-0.5267,Sun Sep 30 12:00:13 +0000 2018,0.805,0.195,@nytimes,0.0,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/Uk3BfPHFsl",37
0.2617,Sun Sep 30 11:30:09 +0000 2018,0.767,0.091,@nytimes,0.141,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/6XShm4hIIZ,38
-0.34,Sun Sep 30 11:21:00 +0000 2018,0.625,0.375,@nytimes,0.0,"Red Tide, Take Warning https://t.co/nPJsYnfwGg",39
-0.296,Sun Sep 30 11:00:17 +0000 2018,0.901,0.099,@nytimes,0.0,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/HHibDtKKeA,40
0.0,Sun Sep 30 10:47:04 +0000 2018,1.0,0.0,@nytimes,0.0,"Generation Grandparent: For My Grandchild, the Moon https://t.co/YbsGun5w86",41
0.25,Sun Sep 30 10:42:52 +0000 2018,0.818,0.0,@nytimes,0.182,Matt Damon Plays Brett Kavanaugh in ‘S.N.L.’ Season Premiere https://t.co/3CqD7Aftmi,42
0.0,Sun Sep 30 10:31:06 +0000 2018,1.0,0.0,@nytimes,0.0,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/OUumvI7VM2,43
-0.3612,Sun Sep 30 10:00:04 +0000 2018,0.889,0.111,@nytimes,0.0,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/9pGdOIuE9q",44
0.4939,Sun Sep 30 09:51:02 +0000 2018,0.738,0.0,@nytimes,0.262,Indonesia Tsunami Toll Soars Amid Push to Save Survivors https://t.co/aN9ArAV2zX,45
0.0,Sun Sep 30 09:41:43 +0000 2018,1.0,0.0,@nytimes,0.0,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/1SjefnRyYq",46
0.0,Sun Sep 30 09:24:38 +0000 2018,1.0,0.0,@nytimes,0.0,"“Bolivia starts producing wine where everybody else stops,"" said one Bolivian winemaker https://t.co/ibmK0JbEaN",47
-0.3818,Sun Sep 30 09:08:09 +0000 2018,0.874,0.126,@nytimes,0.0,"""Shock isn’t actually an emotion. It’s an amplification, or a performance, that masks the core reaction behind it —… https://t.co/k6KlzQ79Lf",48
0.0,Sun Sep 30 08:50:48 +0000 2018,1.0,0.0,@nytimes,0.0,"A year into the #MeToo movement, has the marketing machinery of the red carpet changed at all? (The early answer is… https://t.co/C9WU39FAfZ",49
0.0772,Sun Sep 30 08:34:27 +0000 2018,0.582,0.175,@nytimes,0.243,"Consuming caffeine regularly may increase the ability to withstand pain, a small study suggests https://t.co/30KdfHy6bW",50
-0.296,Sun Sep 30 08:17:26 +0000 2018,0.761,0.239,@nytimes,0.0,No expensive equipment or fancy ingredients necessary https://t.co/R6IM2ySjhY,51
0.6597,Sun Sep 30 08:00:33 +0000 2018,0.779,0.0,@nytimes,0.221,36 Hours in Montreal: This cosmopolitan city gives you the chance to tour streets filled with vibrant street art an… https://t.co/alNBe3RN7B,52
0.128,Sun Sep 30 07:44:25 +0000 2018,0.8,0.0,@nytimes,0.2,This artist's work challenges the idea that ceramics are necessarily delicate https://t.co/BEbo9fDV7o,53
0.0,Sun Sep 30 07:09:29 +0000 2018,1.0,0.0,@nytimes,0.0,Colleges kept beer out of football stadiums for years. Now some of them are working to sell booze to fans so they d… https://t.co/vaFslNZ1r3,54
0.4215,Sun Sep 30 06:53:20 +0000 2018,0.851,0.0,@nytimes,0.149,The NFL is trying to make football safer. So why are its players wearing less padding? https://t.co/OLO9K5f7cl,55
-0.5216,Sun Sep 30 06:37:09 +0000 2018,0.598,0.402,@nytimes,0.0,You were never second best https://t.co/ATplcP59kS,56
0.0,Sun Sep 30 06:19:44 +0000 2018,1.0,0.0,@nytimes,0.0,letters: The Feminists and the Frat House https://t.co/4kORCydyIS,57
0.0,Sun Sep 30 06:15:30 +0000 2018,1.0,0.0,@nytimes,0.0,"Kurt Vile's music is personal — the “I” in his songs, he says, is almost always himself — but not revealing https://t.co/MfHpIvkOuQ",58
-0.4939,Sun Sep 30 05:59:02 +0000 2018,0.819,0.181,@nytimes,0.0,"""As my summer of pop-ups dragged on, I began to dread my evenings. What began as a kicky story idea became a masoch… https://t.co/87M6VIqdgQ",59
-0.3612,Sun Sep 30 05:42:23 +0000 2018,0.762,0.238,@nytimes,0.0,Are we born to be physically lazy? Probably. https://t.co/H22vGWszgP,60
0.4939,Sun Sep 30 05:25:47 +0000 2018,0.64,0.096,@nytimes,0.264,"In a real estate market tinged with uncertainty, renting feels like a safer bet to a number of people who could wel… https://t.co/Tn26FyuilQ",61
0.0,Sun Sep 30 05:08:42 +0000 2018,1.0,0.0,@nytimes,0.0,"10 of the most-asked wedding-etiquette questions, answered https://t.co/ptS2HwMJ4R",62
-0.6486,Sun Sep 30 04:51:22 +0000 2018,0.83,0.17,@nytimes,0.0,Toxic chemicals are lingering in the blubber of killer whales — and they may end up wiping out half the world’s pop… https://t.co/sFUb77o0Hb,63
-0.0516,Sun Sep 30 04:33:54 +0000 2018,0.948,0.052,@nytimes,0.0,"RT @NYTHealth: The E.P.A. on Tuesday put the head of its Office of Children's Health Protection on administrative leave, an unusual move af…",64
0.0,Sun Sep 30 04:17:52 +0000 2018,1.0,0.0,@nytimes,0.0,"The wild, ragged days of Governors Island are over, and development is coming https://t.co/5RYCRYzODg",65
0.0,Sun Sep 30 04:00:19 +0000 2018,1.0,0.0,@nytimes,0.0,"""Mind-blowing"" 3-D maps of ancient Maya structures revealed beneath the canopy of the Guatemalan jungle by laser te… https://t.co/OyasGWqwJF",66
0.296,Sun Sep 30 03:41:12 +0000 2018,0.896,0.0,@nytimes,0.104,Robin Williams was an avid collector of art and memorabilia. A portion of his collection is coming up for sale. https://t.co/WC6pUczBla,67
-0.2732,Sun Sep 30 03:23:16 +0000 2018,0.597,0.254,@nytimes,0.149,"On Baseball: For David Wright, the Mets’ No. 5, a Sweet End to a Painful Journey https://t.co/w378Zv2XdY",68
0.0,Sun Sep 30 03:17:15 +0000 2018,1.0,0.0,@nytimes,0.0,"""When you are a new mother, there are two things you will be asked about constantly, your baby and your boobs — spe… https://t.co/jrygJNih1p",69
-0.296,Sun Sep 30 02:59:40 +0000 2018,0.885,0.115,@nytimes,0.0,"Review: ""Black '47"" is a film about revenge, but studded with harrowing historical details about the Irish famine. https://t.co/rQB3NR1nQS",70
0.4168,Sun Sep 30 02:42:38 +0000 2018,0.835,0.0,@nytimes,0.165,Iranian Official Says Oil Deal With Europeans Is Close Despite Threat of U.S. Sanctions https://t.co/ufK1Eqo9vS,71
-0.7964,Sun Sep 30 02:26:32 +0000 2018,0.728,0.272,@nytimes,0.0,"RT @nytpolitics: With his fury and righteous indignation, Judge Kavanaugh becomes an avatar for Americans who saw Trump's election as vindi…",72
0.4019,Sun Sep 30 02:08:44 +0000 2018,0.856,0.0,@nytimes,0.144,"Whether you’re after a night in with your special someone or your sweatpants, this is your pasta https://t.co/ObQaJspGsr",73
0.765,Sun Sep 30 01:52:41 +0000 2018,0.577,0.085,@nytimes,0.338,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/w4a83p177s,74
0.6486,Sun Sep 30 01:35:03 +0000 2018,0.782,0.0,@nytimes,0.218,RT @nytimesmusic: Pill testing has also become more common over the past few years at festivals in the United States https://t.co/iMINACZEKm,75
-0.4767,Sun Sep 30 01:25:08 +0000 2018,0.512,0.34,@nytimes,0.149,"Panic in Central Park: Noise at Global Citizen Festival Was Fallen Barrier, Not Gunshots https://t.co/RWqLi2fLMC",76
0.7579,Sun Sep 30 01:19:38 +0000 2018,0.746,0.0,@nytimes,0.254,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/X6ADa3Jsjq",77
0.4215,Sun Sep 30 01:03:22 +0000 2018,0.743,0.0,@nytimes,0.257,"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off https://t.co/TkBOYa8uPO",78
0.3919,Sun Sep 30 01:02:39 +0000 2018,0.865,0.0,@nytimes,0.135,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/JcSJ1sduYP",79
0.3818,Sun Sep 30 00:45:18 +0000 2018,0.86,0.0,@nytimes,0.14,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/kzlrRZksSG,80
0.5267,Sun Sep 30 00:26:54 +0000 2018,0.764,0.0,@nytimes,0.236,"Japan’s Mothers Go Back to Work, but Find the Opportunities Lacking https://t.co/N6tX0JO4vJ",81
-0.3818,Sun Sep 30 00:23:20 +0000 2018,0.794,0.206,@nytimes,0.0,"On Crowded London Streets, Councils Fight a Flood of Phone Boxes https://t.co/NYg9Yxk2Vz",82
0.25,Sun Sep 30 00:21:31 +0000 2018,0.889,0.0,@nytimes,0.111,"In the Connecticut wilderness, a Portuguese hotel designer has created an unexpected respite that retains the magic… https://t.co/7O77L21MyG",83
-0.1027,Sun Sep 30 00:05:00 +0000 2018,0.909,0.091,@nytimes,0.0,Warren Says She Will Take ‘A Hard Look’ at Running for President in 2020 https://t.co/L34wqV5e2M,84
-0.1027,Sat Sep 29 23:54:36 +0000 2018,0.935,0.065,@nytimes,0.0,Senator Elizabeth Warren says she would “take a hard look” at running for president in 2020 and called on the natio… https://t.co/OTvefIubRm,85
0.5106,Sat Sep 29 23:40:06 +0000 2018,0.732,0.0,@nytimes,0.268,Roast a chicken and you know you have a comfortable meal https://t.co/fCEZkKuow9,86
0.0,Sat Sep 29 23:22:24 +0000 2018,1.0,0.0,@nytimes,0.0,"Yankees 8, Red Sox 5: Yankees Send One Over the Fence and Into the Record Book https://t.co/Nw6IAy9L6h",87
-0.743,Sat Sep 29 23:15:07 +0000 2018,0.741,0.259,@nytimes,0.0,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",88
0.6369,Sat Sep 29 23:11:23 +0000 2018,0.488,0.0,@nytimes,0.512,Why I Love Reality Television https://t.co/AGqWcEkMpq,89
0.0,Sat Sep 29 23:00:05 +0000 2018,1.0,0.0,@nytimes,0.0,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",90
0.0,Sat Sep 29 22:59:43 +0000 2018,1.0,0.0,@nytimes,0.0,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",91
-0.8225,Sat Sep 29 22:52:39 +0000 2018,0.677,0.323,@nytimes,0.0,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,92
0.8625,Sat Sep 29 22:40:08 +0000 2018,0.548,0.071,@nytimes,0.381,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",93
0.6369,Sat Sep 29 22:26:18 +0000 2018,0.802,0.0,@nytimes,0.198,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",94
0.0,Sat Sep 29 22:10:07 +0000 2018,1.0,0.0,@nytimes,0.0,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",95
0.1027,Sat Sep 29 21:58:37 +0000 2018,0.862,0.06,@nytimes,0.078,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,96
0.0,Sat Sep 29 21:44:42 +0000 2018,1.0,0.0,@nytimes,0.0,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,97
0.0,Sat Sep 29 21:30:12 +0000 2018,1.0,0.0,@nytimes,0.0,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",98
-0.2732,Sat Sep 29 21:15:06 +0000 2018,0.89,0.11,@nytimes,0.0,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",99
0.0,Sat Sep 29 21:00:09 +0000 2018,1.0,0.0,@nytimes,0.0,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,100
